Favorite,Id,Coin,Buy,Price,1h,24h,7d,30d,Volume in 24h,MarketCapitalization,FDV,FDVCapitalization,VariationGraph
,6793.0,Brick  BRICK,,"R$ 1,02",-,-,-,-,"R$ 110,46",R$ 302.834,R$ 1.021.212,3.0,
,6794.0,Crazy Monkey  CMONK,,"R$ 0,0001997",-,-,-,-,"R$ 55,55",R$ 327.937,R$ 327.937,10.0,
,6796.0,Catacomb  CATA,,"R$ 0,001516",1.1%,1.4%,20.6%,0.6%,"R$ 676,59",R$ 308.594,R$ 308.594,10.0,
,6803.0,Wrapped ETH (DeFiVerse)  WETH,,"R$ 9.370,74",0.5%,9.4%,12.1%,16.4%,"R$ 27.845,68",R$ 308.025,R$ 308.025,10.0,
,6799.0,WhatAI  WHAT,,"R$ 0,003077",0.7%,0.1%,29.2%,29.2%,"R$ 1.461,56",R$ 307.698,R$ 307.698,10.0,
,6801.0,GAY  GAY,,"R$ 0,0003075",0.7%,7.6%,3.8%,36.3%,"R$ 7.261,04",R$ 308.028,R$ 308.028,10.0,
,6800.0,POSTHUMAN  PHMN,,"R$ 25,21",0.8%,7.3%,15.2%,28.1%,"R$ 4.477,04",R$ 308.007,R$ 1.669.863,18.0,
,6802.0,Hector Network  HEC,,"R$ 0,1237",-,-,-,-,"R$ 0,00",R$ 300.072,R$ 391.540,77.0,
,6798.0,Pochita on Ethereum  POCHITA,,"R$ 0,067315",0.7%,16.4%,8.5%,6.7%,"R$ 4.216,77",R$ 307.753,R$ 307.753,10.0,
,6797.0,TARIFF  TARIFF,,"R$ 0,0003067",0.3%,14.3%,9.9%,13.5%,"R$ 5.764,60",R$ 307.369,R$ 307.369,10.0,
,6804.0,GAX Liquidity Token Reward  GLTR,,"R$ 0,052012",1.2%,8.6%,10.0%,20.8%,"R$ 2.758,79",R$ 306.950,R$ 2.019.908,15.0,
,6806.0,FlokiFork  FORK,,"R$ 0,073201",24.4%,37.4%,15.4%,33.2%,R$ 197.495,R$ 306.370,R$ 320.063,96.0,
,6807.0,PSEUDO REALITY  PSEUDO,,"R$ 0,0003839",-,13.1%,0.1%,34.8%,"R$ 222,31",R$ 306.764,R$ 306.764,10.0,
,6805.0,Stargate Bridged USDT (Fuse)  USDT,Comprar,"R$ 5,80",0.2%,1.5%,1.1%,0.9%,R$ 146.656,R$ 306.111,R$ 306.111,10.0,
,6809.0,Flavia Is Online  FLAVIA,,"R$ 0,000306",1.0%,13.4%,6.2%,20.2%,"R$ 2.187,21",R$ 305.919,R$ 305.919,10.0,
,6831.0,Tribe  TRIBE,,"R$ 0,00003109",1.8%,35.5%,0.2%,46.8%,"R$ 1.771,48",R$ 305.441,R$ 305.441,10.0,
,6808.0,Mao  MAO,,"R$ 0,0003051",0.2%,4.9%,43.2%,55.8%,R$ 143.826,R$ 305.037,R$ 305.037,10.0,
,6814.0,ONE PUNCH CAT  PUNCH,,"R$ 0,0003246",0.1%,9.8%,3.2%,16.7%,R$ 662.279,R$ 304.175,R$ 304.175,10.0,
,6812.0,Aree Shards  AES,,"R$ 0,0009513",0.0%,5.0%,24.0%,15.6%,"R$ 358,69",R$ 303.105,R$ 912.018,33.0,
,6813.0,SOLY AI  SOLY,,"R$ 0,0003048",0.9%,11.7%,2.1%,48.6%,"R$ 147,27",R$ 302.902,R$ 302.902,10.0,
,6815.0,Wrapped Aston Villa (Kayen)  WAVL,,"R$ 2,11",0.9%,7.0%,4.5%,13.7%,"R$ 31.807,32",R$ 303.101,R$ 303.101,10.0,
,6816.0,Osmosis allARB  ARB,Comprar,"R$ 1,68",1.6%,6.2%,4.6%,14.1%,"R$ 46.258,73",R$ 303.082,R$ 303.082,10.0,
,6817.0,Wall Street Games [OLD]  WSG,,"R$ 0,097137",0.2%,3.0%,9.9%,4.1%,"R$ 12.580,98",R$ 303.523,R$ 713.506,43.0,
,6822.0,Kohler  KOHLER,,"R$ 0,0003045",1.4%,4.2%,3.1%,21.8%,"R$ 3.570,07",R$ 302.619,R$ 302.619,10.0,
,6811.0,SakeSwap  SAKE,,"R$ 0,004111",0.1%,1.0%,4.8%,2.1%,R$ 333.405,R$ 303.001,R$ 560.297,54.0,
,6819.0,Let that sink in  SINK,,"R$ 0,0003748",0.3%,11.1%,9.4%,17.7%,R$ 812.586,R$ 302.264,R$ 302.264,10.0,
,6820.0,degenOS  DEGENOS,,"R$ 0,053014",0.1%,9.7%,13.4%,67.8%,"R$ 12.305,13",R$ 302.331,R$ 302.331,10.0,
,6821.0,This Is Fine - Ethereum  FINE,,"R$ 0,084715",-,-,-,-,"R$ 607,27",R$ 325.330,R$ 325.330,10.0,
,6823.0,Woke Chain  GOWOKE,,"R$ 0,0003795",-,-,-,-,"R$ 451,24",R$ 312.719,R$ 312.719,10.0,
,6824.0,TOGA  TOGA,,"R$ 0,0003028",1.2%,43.0%,3.3%,19.4%,"R$ 193,51",R$ 301.368,R$ 301.368,10.0,
,6825.0,Hall of Legends  HOL,,"R$ 0,001772",0.8%,2.2%,32.9%,71.8%,"R$ 1.504,61",R$ 301.391,R$ 1.771.542,17.0,
,6826.0,ODEM  ODE,,"R$ 0,001347",-,-,-,-,"R$ 269,47",R$ 299.037,R$ 534.854,56.0,
,6827.0,Froggy Friends  TAD,,"R$ 30,14",-,7.7%,11.5%,16.8%,"R$ 60,28",R$ 301.382,R$ 301.382,10.0,
,6828.0,Nelore Coin  NLC,,"R$ 0,00105",0.0%,0.7%,6.8%,16.4%,R$ 130.561,R$ 301.212,R$ 390.765,77.0,
,6829.0,Resistance Girl  REGI,,"R$ 0,003044",0.9%,14.9%,43.4%,67.4%,"R$ 4.606,08",R$ 301.147,R$ 301.147,10.0,
,6830.0,BitMeme  BTM,,"R$ 0,053485",1.4%,9.4%,19.9%,65.6%,"R$ 4.222,10",R$ 300.657,R$ 307.757,98.0,
,6832.0,Little Dragon  1ON8,,"R$ 0,03352",9.2%,21.6%,17.0%,25.6%,R$ 167.520,R$ 300.520,R$ 300.520,10.0,
,6818.0,Scuba Dog  SCUBA,,"R$ 0,0003008",1.3%,9.8%,6.8%,21.1%,"R$ 1.275,03",R$ 300.758,R$ 300.758,10.0,
,6833.0,AIGG  $AIGG,,"R$ 0,0002992",0.9%,12.5%,2.1%,63.5%,"R$ 748,18",R$ 300.353,R$ 300.353,10.0,
,6848.0,Binance Printer  PRINTR,,"R$ 0,0003002",0.3%,20.9%,6.4%,18.0%,"R$ 2.242,46",R$ 299.956,R$ 299.956,10.0,
,6838.0,Prick  PRICK,,"R$ 0,0003019",0.9%,11.8%,2.5%,7.1%,"R$ 497,88",R$ 299.952,R$ 299.952,10.0,
,6835.0,Mochi Market  MOMA,,"R$ 0,008296",-,-,-,-,"R$ 12,26",R$ 307.389,R$ 829.619,37.0,
,6836.0,Crystal Palace FC Fan Token  CPFC,,"R$ 0,1931",-,-,-,-,R$ 313.388,R$ 287.950,R$ 1.931.368,15.0,
,6834.0,Konomi Network  KONO,,"R$ 0,008171",0.6%,6.3%,19.2%,66.9%,"R$ 1.452,16",R$ 299.804,R$ 817.148,37.0,
,6837.0,Metarun  MRUN,,"R$ 0,0008289",-,-,-,-,"R$ 65,59",R$ 292.162,R$ 828.872,35.0,
,6840.0,LOD3 Token  LOD3,,"R$ 0,00554",0.1%,2.1%,75.6%,86.9%,"R$ 104,58",R$ 298.650,R$ 4.266.053,7.0,
,6850.0,Noah Terminal  NOAHAI,,"R$ 0,0002989",1.6%,10.0%,1.3%,36.4%,"R$ 3.006,17",R$ 298.886,R$ 298.886,10.0,
,6841.0,bePAY Finance  BECOIN,,"R$ 0,02272",-,-,-,-,"R$ 11,36",R$ 295.405,R$ 295.405,10.0,
,6842.0,RighteousRetail  $RRT,,"R$ 0,0003806",-,-,-,-,"R$ 400,36",R$ 317.889,R$ 362.123,88.0,
,6843.0,MemeDAO  MEMD,,"R$ 0,097525",-,-,-,-,"R$ 7,39",R$ 316.573,R$ 316.573,10.0,
,6845.0,Sentiient  SENT,,"R$ 0,0002457",-,-,17.5%,0.0%,"R$ 0,9707",R$ 308.817,R$ 308.817,10.0,
,6846.0,KasPaw  KPAW,,"R$ 0,0002406",-,-,-,-,"R$ 30.947,03",R$ 291.146,R$ 291.146,10.0,
,6847.0,Ginnan  GINNAN,,"R$ 0,062976",0.5%,8.4%,12.5%,52.1%,"R$ 1.501,02",R$ 297.312,R$ 297.312,10.0,
,6839.0,Liquor  LIQ,,"R$ 0,054266",2.8%,22.7%,6.4%,44.8%,"R$ 4.313,40",R$ 297.824,R$ 297.824,10.0,
,6844.0,Virtuals Index  VTF,,"R$ 2,08",1.6%,11.1%,4.4%,12.1%,"R$ 81.561,16",R$ 297.884,R$ 297.884,10.0,
,6851.0,BERF  BERF,,"R$ 0,000707",0.4%,10.3%,46.0%,52.9%,"R$ 43,62",R$ 296.959,R$ 296.959,10.0,
,6861.0,Calum  CALUM,,"R$ 0,0002968",1.6%,1.9%,26.7%,4.0%,"R$ 5.560,87",R$ 296.668,R$ 296.668,10.0,
,6849.0,BladeSwap  BLADE,,"R$ 0,00455",0.5%,9.8%,12.5%,27.8%,"R$ 154,12",R$ 296.712,R$ 696.882,43.0,
,6852.0,Roseon  ROSX,,"R$ 0,003304",0.2%,3.0%,24.9%,9.4%,"R$ 4.212,76",R$ 296.517,R$ 296.517,10.0,
,6853.0,BlockCDN  BCDN,,"R$ 0,0008564",0.1%,0.3%,6.1%,3.2%,R$ 144.162,R$ 296.467,R$ 855.741,35.0,
,6854.0,BASEDChad  BASED,,"R$ 0,0003184",0.5%,9.6%,13.9%,22.6%,"R$ 175,12",R$ 296.118,R$ 319.589,93.0,
,6855.0,Datamine FLUX  FLUX,,"R$ 0,0798",-,-,-,-,"R$ 85,40",R$ 315.512,R$ 315.512,10.0,
,6675.0,Melo  MELO,,"R$ 0,06704",10.5%,9.7%,14.5%,44.2%,R$ 156.339,R$ 296.176,R$ 296.176,10.0,
,6879.0,MicroBerry  MBERRY,,"R$ 0,0002962",0.2%,20.5%,4.8%,9.6%,"R$ 1.804,98",R$ 296.159,R$ 296.159,10.0,
,6856.0,BASEY AI Agent  BASEY,,"R$ 0,0003085",-,-,-,-,"R$ 13,79",R$ 305.383,R$ 305.383,10.0,
,6857.0,Bitball  BTB,,"R$ 0,0004635",0.1%,0.0%,49.1%,114.5%,"R$ 7,79",R$ 296.645,R$ 463.507,64.0,
,6858.0,Christianity Coin  CHRIST,,"R$ 0,0002973",0.9%,3.2%,2.5%,47.9%,"R$ 2.835,43",R$ 295.361,R$ 295.361,10.0,
,6859.0,OmniAgent  OMAGENT,,"R$ 0,0002956",1.3%,12.0%,19.4%,28.2%,"R$ 705,96",R$ 295.585,R$ 295.585,10.0,
,6860.0,Neroboss  NEROBOSS,,"R$ 0,0002948",1.2%,3.5%,14.4%,43.6%,"R$ 4.193,05",R$ 295.328,R$ 295.328,10.0,
,6863.0,Ordibank  ORBK,,"R$ 0,0006435",0.0%,13.3%,8.3%,45.6%,"R$ 576,31",R$ 295.146,R$ 642.528,46.0,
,6864.0,Remilia  REMILIA,,"R$ 0,0002945",1.1%,10.3%,3.5%,11.2%,"R$ 1.326,94",R$ 294.912,R$ 294.912,10.0,
,6865.0,Inf++  INF++,,"R$ 0,0004539",0.8%,9.7%,8.3%,42.3%,"R$ 6.263,28",R$ 294.564,R$ 294.564,10.0,
,6862.0,X8X  X8X,,"R$ 0,003775",0.9%,3.3%,4.6%,26.9%,"R$ 235,29",R$ 294.254,R$ 323.287,91.0,
,6866.0,Artificial General Intelligence  AGI,,"R$ 0,0003266",0.7%,2.9%,14.2%,21.8%,"R$ 48,69",R$ 293.943,R$ 293.943,10.0,
,6867.0,Crypto Bro  LARRY,,"R$ 0,0004974",1.4%,6.9%,8.3%,37.9%,"R$ 2.701,73",R$ 293.910,R$ 293.910,10.0,
,6868.0,ShibaPoconk  CONK,,"R$ 0,093153",-,-,-,-,"R$ 310,16",R$ 315.280,R$ 315.280,10.0,
,6869.0,Sheesha Finance Polygon  MSHEESHA,,"R$ 0,0007657",-,-,-,-,"R$ 6,06",R$ 293.594,R$ 685.421,43.0,
,6870.0,Nexus Erebus  NXR,,"R$ 0,000305",0.4%,8.0%,12.2%,43.2%,"R$ 5.344,11",R$ 293.245,R$ 305.466,96.0,
,6871.0,earl  EARL,,"R$ 0,0002928",1.2%,10.4%,4.3%,17.7%,"R$ 13,39",R$ 292.900,R$ 292.900,10.0,
,6876.0,Ninja Protocol  NINJA,,"R$ 0,01462",0.1%,7.1%,2.8%,14.4%,"R$ 1.876,55",R$ 293.021,R$ 293.021,10.0,
,6873.0,GRASS  $GRASS,,"R$ 0,0002918",-,2.0%,4.2%,9.3%,"R$ 96,06",R$ 291.775,R$ 291.775,10.0,
,6874.0,Black Phoenix  BPX,,"R$ 0,0001906",0.5%,2.7%,14.4%,38.7%,"R$ 41,66",R$ 292.931,R$ 761.057,38.0,
,6875.0,GoNFTY  GNFTY,,"R$ 0,009129",-,-,-,-,"R$ 11,18",R$ 308.184,R$ 912.903,34.0,
,6872.0,Ardana  DANA,,"R$ 0,006242",0.1%,8.3%,4.9%,12.4%,R$ 131.305,R$ 292.772,R$ 780.206,38.0,
,6791.0,Upril  UPRIL,,"R$ 0,0002929",10.3%,71.6%,4.5%,-,R$ 2.099.805,R$ 292.740,R$ 292.740,10.0,
,6878.0,Neiro  NEIRO,,"R$ 0,096945",0.7%,8.5%,68.6%,59.8%,"R$ 1.147,35",R$ 292.168,R$ 292.168,10.0,
,6880.0,Hopper the Rabbit  HOPPER,,"R$ 0,00003016",-,-,-,-,"R$ 353,95",R$ 301.573,R$ 301.573,10.0,
,6881.0,Terminus  TERMINUS,,"R$ 0,066944",0.7%,5.3%,20.0%,29.0%,"R$ 3.163,83",R$ 292.124,R$ 292.124,10.0,
,6882.0,sealwifhat  SI,,"R$ 0,0002916",4.2%,15.4%,0.9%,42.0%,"R$ 2.237,33",R$ 291.858,R$ 291.858,10.0,
,6883.0,Madhouse  MAD,,"R$ 0,052893",-,-,-,-,"R$ 503,84",R$ 289.269,R$ 289.269,10.0,
,6888.0,Stink Coin  STINKCOIN,,"R$ 0,0002914",1.6%,16.2%,4.0%,1.9%,"R$ 2.298,25",R$ 291.360,R$ 291.360,10.0,
,6877.0,Osmosis allOP  OP,Comprar,"R$ 3,81",0.6%,8.6%,3.8%,21.6%,"R$ 28.741,66",R$ 291.094,R$ 291.094,10.0,
,6884.0,SatoshiSync  SSNC,,"R$ 0,002412",0.1%,3.9%,24.7%,30.1%,R$ 148.637,R$ 290.066,R$ 2.411.382,12.0,
,6887.0,Gun Game  GG,,"R$ 0,004249",0.9%,3.0%,15.2%,51.2%,"R$ 2.149,06",R$ 289.689,R$ 375.634,77.0,
,6886.0,Solrise Finance  SLRS,,"R$ 0,001906",2.5%,1.1%,10.1%,12.0%,R$ 141.915,R$ 289.985,R$ 1.906.312,15.0,
,6889.0,Tigris  TIG,,"R$ 0,1913",-,-,-,-,"R$ 7.995,75",R$ 283.864,R$ 382.506,74.0,
,6891.0,OddsNotify  ODDS,,"R$ 0,0005788",0.7%,7.7%,21.7%,40.6%,"R$ 401,75",R$ 289.422,R$ 289.422,10.0,
,6890.0,MATT  MATT,,"R$ 0,052838",-,-,-,-,"R$ 69,65",R$ 283.800,R$ 283.800,10.0,
,6892.0,AIRcoin On Blast  AIR,,"R$ 0,0002489",-,-,-,-,"R$ 28,17",R$ 288.872,R$ 2.488.936,12.0,
,6893.0,Literally Me  ME,,"R$ 0,0002885",0.8%,58.3%,4.9%,21.1%,"R$ 33.267,95",R$ 288.673,R$ 288.673,10.0,
,6894.0,Playcent  PCNT,,"R$ 0,01049",-,-,-,-,"R$ 434,07",R$ 286.731,R$ 629.226,46.0,
,6895.0,Unique Utility  UNQT,,"R$ 0,004579",-,-,-,-,"R$ 48,11",R$ 297.336,R$ 457.866,65.0,
,6896.0,SUNNED  SUNNED,,"R$ 0,0002846",-,-,-,-,"R$ 9,63",R$ 284.557,R$ 284.557,10.0,
,6897.0,Ultimate Frog Racing  UFR,,"R$ 0,0002891",1.6%,10.6%,7.7%,25.6%,"R$ 108,38",R$ 287.087,R$ 287.087,10.0,
,6898.0,Bridged Tether (Wormhole)  USDTSO,,"R$ 5,85",0.1%,0.7%,0.1%,0.3%,"R$ 3.473,98",R$ 287.427,R$ 287.427,10.0,
,6899.0,CATERPILLAR  CPL,,"R$ 0,087551",1.9%,2.3%,11.0%,43.8%,"R$ 470,15",R$ 287.256,R$ 287.255,10.0,
,6901.0,KAT  KAT,,"R$ 0,0005754",1.0%,5.3%,36.8%,60.5%,"R$ 2.617,39",R$ 286.318,R$ 286.318,10.0,
,6903.0,PUFF  PUFF,,"R$ 0,005495",0.5%,10.6%,13.6%,24.4%,"R$ 11.943,16",R$ 285.742,R$ 777.840,37.0,
,6905.0,Zorro  ZORRO,,"R$ 0,00002852",0.3%,9.2%,17.4%,27.9%,"R$ 37,87",R$ 285.686,R$ 285.686,10.0,
,6906.0,Saitoshi by Virtuals  SAI,,"R$ 0,0002803",-,-,-,-,"R$ 254,76",R$ 280.333,R$ 280.333,10.0,
,6907.0,Yawn's World  YAWN,,"R$ 0,00003721",-,11.8%,7.0%,22.0%,"R$ 334,07",R$ 286.948,R$ 297.663,96.0,
,6909.0,Colon  COLON,,"R$ 0,0002909",4.0%,8.2%,35.5%,53.9%,R$ 167.660,R$ 285.501,R$ 285.501,10.0,
,6910.0,Andy  ANDY,,"R$ 0,053802",0.3%,4.1%,2.9%,7.1%,"R$ 5.106,70",R$ 285.172,R$ 285.172,10.0,
,6911.0,ZAZU  ZAZU,,"R$ 0,0002862",1.4%,20.0%,4.0%,14.8%,"R$ 4.227,02",R$ 284.364,R$ 284.364,10.0,
,6908.0,DeHive  DHV,,"R$ 0,06647",0.8%,24.4%,18.8%,26.0%,R$ 120.736,R$ 285.064,R$ 373.178,76.0,
,6904.0,Radx Ai  $RADX,,"R$ 0,00004568",0.3%,5.0%,8.6%,27.9%,R$ 1.054.980,R$ 284.497,R$ 284.497,10.0,
,6913.0,Bet Big Casino  BETBIG,,"R$ 0,0002841",0.9%,1.9%,16.6%,40.4%,"R$ 9.443,09",R$ 284.119,R$ 284.119,10.0,
,6912.0,Nitro League  NITRO,,"R$ 0,001403",0.1%,7.5%,1.4%,19.0%,"R$ 53.361,97",R$ 283.433,R$ 1.403.265,2.0,
,6914.0,MASS  MASS,,"R$ 0,002887",0.6%,1.1%,7.4%,51.8%,R$ 318.164,R$ 283.006,R$ 283.006,10.0,
,6885.0,AstroSwap  ASTRO,,"R$ 0,0007237",1.6%,115.9%,87.9%,70.2%,R$ 245.780,R$ 282.286,R$ 6.588.348,4.0,
,6915.0,Baked  BAKED,,"R$ 0,004037",0.2%,0.0%,3.1%,3.1%,R$ 137.877,R$ 281.741,R$ 1.210.859,23.0,
,6916.0,First Dog to Buy Crypto  TOSHI,,"R$ 0,0003305",1.2%,11.6%,0.9%,21.9%,"R$ 3.383,55",R$ 281.551,R$ 281.551,10.0,
,6917.0,Hunter by Virtuals  DRPXBT,,"R$ 0,0002799",-,-,-,-,"R$ 159,65",R$ 279.662,R$ 279.662,10.0,
,6918.0,Elon Trump  ET,,"R$ 0,06134",0.1%,11.4%,5.2%,14.1%,"R$ 15,94",R$ 281.322,R$ 281.322,10.0,
,6919.0,Turbo Ai  TURBO,,"R$ 0,0002813",1.1%,1.1%,30.5%,36.2%,R$ 850.825,R$ 281.296,R$ 281.296,10.0,
,6902.0,MCOIN  MCOIN,,"R$ 0,0002904",0.1%,0.5%,28.6%,11.7%,R$ 844.027,R$ 281.274,R$ 281.274,10.0,
,6920.0,LSDx Finance  LSD,,"R$ 0,005584",-,-,-,-,"R$ 302,16",R$ 301.672,R$ 2.791.820,11.0,
,6921.0,Foxx Of Linea  FOXX,,"R$ 0,0002545",-,-,-,-,"R$ 2.812,52",R$ 254.466,R$ 254.466,10.0,
,6922.0,Tales of Pepe  TALES,,"R$ 0,083948",-,-,-,-,"R$ 93,26",R$ 274.095,R$ 274.095,10.0,
,6923.0,Cool Mustache  $MUST,,"R$ 0,052794",2.5%,9.6%,13.6%,24.2%,"R$ 926,62",R$ 280.489,R$ 280.489,10.0,
,6924.0,Polinate  POLI,,"R$ 0,001203",0.6%,7.5%,26.6%,34.9%,"R$ 3.183,39",R$ 280.212,R$ 602.065,47.0,
,6926.0,suibeaver  DAM,,"R$ 0,00002773",1.3%,13.0%,3.4%,10.0%,"R$ 55,57",R$ 279.734,R$ 279.734,10.0,
,6925.0,Bog  BOG,,"R$ 0,096642",1.3%,9.0%,15.5%,19.4%,"R$ 498,73",R$ 279.404,R$ 279.404,10.0,
,6928.0,SAD MEOW  SADMEOW,,"R$ 0,0002791",1.1%,1.8%,25.2%,9.1%,"R$ 291,74",R$ 279.049,R$ 279.049,10.0,
,6929.0,Unidentified Anomalous Phenomena  UAP,,"R$ 0,0002979",-,12.7%,0.6%,12.7%,"R$ 25,76",R$ 277.808,R$ 277.808,10.0,
,6930.0,Esportplayer  ESPORT,,"R$ 0,0002792",-,-,-,-,"R$ 51,67",R$ 279.160,R$ 279.160,10.0,
,6931.0,todd  TODD,,"R$ 0,0002806",0.6%,10.8%,7.4%,11.5%,"R$ 171,16",R$ 278.226,R$ 278.226,10.0,
,6900.0,Lily's Coin  LILY,,"R$ 0,01657",5.1%,1.6%,4.5%,66.1%,R$ 723.566,R$ 278.036,R$ 278.036,10.0,
,6932.0,SUICY the Seal  SUICY,,"R$ 0,0002757",1.2%,14.2%,11.2%,9.5%,"R$ 2.460,58",R$ 277.484,R$ 277.484,10.0,
,6927.0,PulsePad  PLSPAD,,"R$ 0,001632",0.3%,11.0%,16.0%,14.7%,R$ 132.559,R$ 277.400,R$ 8.158.814,3.0,
,6934.0,Froppy  FROPPY,,"R$ 0,069668",0.0%,16.3%,26.9%,20.5%,R$ 850.348,R$ 277.468,R$ 277.468,10.0,
,6933.0,Hiblocks  HIBS,,"R$ 0,00002334",0.4%,11.1%,9.2%,21.7%,R$ 145.231,R$ 277.189,R$ 466.841,59.0,
,6937.0,Based Doge  BDOGE,,"R$ 0,0002896",0.7%,33.3%,195.5%,170.1%,"R$ 83.680,49",R$ 277.005,R$ 277.005,10.0,
,6935.0,Jorkin  JORKIN,,"R$ 0,000276",1.2%,12.1%,16.2%,24.6%,"R$ 1.393,63",R$ 276.127,R$ 276.127,10.0,
,6938.0,ENKI  ENKI,,"R$ 0,0002752",1.2%,18.2%,13.6%,10.9%,"R$ 1.820,63",R$ 275.410,R$ 275.410,10.0,
,6939.0,QHUB  QHUB,,"R$ 0,002007",0.7%,6.4%,9.0%,31.7%,R$ 137.630,R$ 275.156,R$ 2.006.055,14.0,
,6940.0,KeyFi  KEYFI,,"R$ 0,08515",0.1%,36.4%,2.5%,15.6%,"R$ 174,18",R$ 275.396,R$ 765.898,36.0,
,6941.0,SONM  SNM,,"R$ 0,006195",0.2%,4.2%,0.7%,0.6%,R$ 148.092,R$ 274.792,R$ 274.792,10.0,
,6936.0,FLOPPA  FLOPPA,,"R$ 0,0002748",3.1%,50.7%,94.4%,-,R$ 1.127.531,R$ 274.828,R$ 274.828,10.0,
,6942.0,Inuko Finance  INUKO,,"R$ 0,07408",-,0.0%,0.0%,0.0%,"R$ 0,00",R$ 218.912,R$ 218.912,10.0,
,6943.0,PanterAI  PANTERAI,,"R$ 0,0002745",0.1%,0.7%,16.7%,30.4%,"R$ 6.588,79",R$ 274.424,R$ 274.424,10.0,
,6944.0,Yotoshi  YOTO,,"R$ 0,069808",-,9.5%,6.9%,46.9%,"R$ 409,89",R$ 274.638,R$ 274.638,10.0,
,6945.0,bul  BUL,,"R$ 0,06273",0.8%,9.2%,9.0%,13.0%,"R$ 626,73",R$ 273.220,R$ 273.220,10.0,
,6948.0,Pillzumi  PILLZUMI,,"R$ 0,0002728",0.9%,18.0%,15.5%,46.3%,"R$ 4.988,32",R$ 272.792,R$ 272.792,10.0,
,6947.0,DELAY  DELAY,,"R$ 0,0003253",2.0%,8.5%,1.0%,16.8%,"R$ 3.143,31",R$ 273.118,R$ 309.797,88.0,
,6946.0,Value DeFi  VALUE,,"R$ 0,05766",0.0%,1.0%,6.1%,33.7%,R$ 139.454,R$ 272.925,R$ 273.159,10.0,
,6949.0,Base Yield Index  BSDX,,"R$ 2,57",-,-,-,-,"R$ 103,98",R$ 267.508,R$ 267.508,10.0,
,6958.0,Infinite BTC Reward  IBR,,"R$ 0,0002729",0.8%,12.5%,17.6%,69.1%,"R$ 7.298,18",R$ 272.669,R$ 272.669,10.0,
,6954.0,Huh cat  HUHCAT,,"R$ 0,002738",1.5%,15.6%,6.5%,27.4%,"R$ 1.984,17",R$ 272.049,R$ 272.049,10.0,
,6955.0,Kattana  KTN,,"R$ 0,1098",0.1%,4.4%,0.7%,0.5%,R$ 165.821,R$ 272.400,R$ 1.097.543,25.0,
,6952.0,Poseidon  PSDN,,"R$ 1,10",-,-,-,-,"R$ 252,30",R$ 268.332,R$ 1.103.595,24.0,
,6951.0,Ponchiqs  PONCH,,"R$ 0,01563",1.0%,3.7%,53.3%,82.6%,R$ 518.878,R$ 272.333,R$ 6.250.201,4.0,
,6950.0,SpaceFi  SPACE,,"R$ 0,03859",0.0%,5.7%,10.4%,17.4%,"R$ 10.604,27",R$ 271.668,R$ 873.226,31.0,
,6956.0,Archi Token  ARCHI,,"R$ 0,09549",-,-,-,-,"R$ 509,53",R$ 267.359,R$ 954.937,28.0,
,6957.0,Sunny on Tron  SUNNY,,"R$ 0,0002617",-,-,-,-,"R$ 1.046,81",R$ 261.702,R$ 261.702,10.0,
,6953.0,Bloomberg Galaxy Crypto Index  BGCI,,"R$ 11,24",0.3%,8.1%,5.2%,7.5%,R$ 103.026,R$ 270.684,R$ 270.684,10.0,
,6959.0,Coffee AI  $COFFEE,,"R$ 0,002817",-,-,-,-,"R$ 905,11",R$ 281.689,R$ 281.689,10.0,
,6960.0,CHOW  CHOW,,"R$ 0,0002671",-,-,-,-,"R$ 43,62",R$ 267.069,R$ 267.069,10.0,
,6961.0,ErgOne  ERGONE,,"R$ 0,2874",0.3%,2.3%,26.5%,9.8%,"R$ 292,48",R$ 268.435,R$ 287.448,93.0,
,6962.0,Dexlab [Old]  DXL,,"R$ 0,001609",0.1%,4.2%,13.0%,38.2%,"R$ 485,51",R$ 268.188,R$ 1.608.534,17.0,
,6963.0,SAM  SAM,,"R$ 0,01331",0.7%,2.7%,15.3%,20.8%,"R$ 48,07",R$ 266.211,R$ 266.211,10.0,
,6964.0,ArGoApp  ARGO,,"R$ 0,01609",-,-,-,-,"R$ 69,18",R$ 283.516,R$ 1.054.856,27.0,
,6965.0,SUI DAWG  DAWG,,"R$ 0,00002644",-,-,-,-,"R$ 26,44",R$ 264.397,R$ 264.397,10.0,
,6966.0,Wrapped Virgin Gen-0 CryptoKittties  WVG0,,"R$ 208,39",-,3.2%,16.1%,27.8%,"R$ 216,85",R$ 265.910,R$ 265.910,10.0,
,6967.0,Blue Whale  WHALE,,"R$ 0,00001118",-,8.0%,23.2%,45.6%,"R$ 485,58",R$ 268.258,R$ 268.258,10.0,
,6968.0,Lympo Market  LMT,,"R$ 0,001716",0.6%,9.7%,10.6%,25.2%,"R$ 67,98",R$ 266.469,R$ 2.145.486,12.0,
,6969.0,CaveWorld  CAVE,,"R$ 0,06231",-,-,-,-,"R$ 18,11",R$ 288.444,R$ 6.230.595,5.0,
,6970.0,Janro The Rat  JANRO,,"R$ 0,0002668",1.2%,18.1%,19.5%,61.9%,"R$ 8.617,55",R$ 265.616,R$ 265.616,10.0,
,6976.0,Forex Lens  FOREXLENS,,"R$ 0,0002659",1.6%,23.1%,21.7%,28.2%,"R$ 7.511,51",R$ 265.793,R$ 265.793,10.0,
